overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,vote,style,image
5,True,"06 12, 2017",A2VRQ8RNTKY1XT,B00005N7QC,Barbara M. Fox,I love glamour mag. I have read it for over 25 years. The articles are most always good and some of the clothes are beautiful.,Great magazine,1497225600,,{'Format:': ' Kindle Edition'},
4,False,"10 17, 2003",AQ8DU6XVA3USJ,B00005N7OV,Alejandra Vernon,"This magazine has a lower cover price than some of its competitors, and makes up for it with a massive amount of ads. A few ads contain coupons, for those that like to cut those little things out (unfortunately they are hardly ever for anything I want !). The paper is also a lot thinner than the higher priced home/garden publications, and the photographs do not reproduce that well on it.
On the bright side, there are many nice d&eacute;cor ideas, and simply terrific recipes.
Taking the October 2003 edition as an example, Fall colors and produce are the theme. It has some ideas on how to display gourds, and an article on a community pumpkin patch, from the June planting by 140 neighbors and friends in a 6000 square ft. area, to harvest time.
There are numerous articles on remodeling, ""Foolproof Potted Plants"", on the joys of having hardy succulents in your home, and a lovely piece with lots of photographs on actor Peter Strauss' gorgeous Ojai, California garden.
The best article of all, is ""The Magic of Soup"", and some of these recipes are so good they might end up in your family for generations. They are simple to prepare, with easy to find ingredients, and will make a healthy, hearty meal for those frosty days ahead. Also included with the recipes is the preparation and cooking time, and nutritional statistics.
As someone who writes a lot of notes and cards, I appreciate the final page which is about letter writing, and how this vanishing form of communicating is good for the soul.
All things considered, this magazine gives good value, and is meant for those of us who do not live in a mansion or have hours to devote to a single recipe.",cluttered but nice,1066348800,27.0,{'Format:': ' Print Magazine'},
5,False,"07 16, 2002",A2JJGIJI8X6KRS,B00005N7OV,Psboston7,"Having the honor of being one of those people that subscribe to numerous magazines, I find that I am the perfect person to review the subscriptions because I was getting such a large amount to my door.
I have kept Better Homes and Garden because it is consistent with it's articles, gardening hints and recipes (both pratical and precise). This one is well worth the money, and I know it isn't as expenisive as some of the others that I subscribe to.
I also would recommend ""Country Living"" and ""House & Garden"" in addition to this one.
Happy Reading",You can never go wrong with this one,1026777600,2.0,{'Format:': ' Print Magazine'},
5,False,"12 30, 2001",A281NPSIMI1C2R,B00005N7OV,Rebecca of Amazon,"If you are looking for ideas for that next decorating project, more than likely you can find at least one article each month to inspire you. With a focus on friends and family, gardening, interior design, building, family matters, flood, good health and shopping, you can't go wrong!

I like the ""Yours for the Asking"" section where you can send away a postcard for more information instead of contacting each company.

For mom's, the ""kids project"" section will be amusing and your kids will love the ideas.

The cartoons are also cute and I had to laugh at the one that said: ""Of course I love you. Didn't you get my fax?""

Something about the pictures in this magazine always remind me of a bright sunny day. The open kitchens and lush gardens are just a treat to see.

The recipe section really has a personality all of its own. The ""Petite Caramel Apple"" recipe they had in the September 2001 issue was so adorable!

I look forward to every issue!

~The Rebecca Review",Essential for Decorating Tips!,1009670400,5.0,{'Format:': ' Print Magazine'},
5,False,"06 14, 2002",A281NPSIMI1C2R,B00005N7RD,Rebecca of Amazon,"I buy this for my husband because he never thinks to buy it for himself since he hates shopping. But anyway, it has articles to help him at the gym, health information from a guys perspective, and workout routines he can adapt for his own use.

I find it entertaining and there is always
something you can learn about the way men
think and react to situations.

A magazine with a real personality.

~The Rebecca Review",Women buy this too...,1024012800,16.0,{'Format:': ' Print Magazine'},
4,True,"04 15, 2017",A3AFOX1G1FZ3CC,B00005N7Q1,Scott Burns,"I love the magazine, but the sale adds are starting to take up half the magazine.",Four Stars,1492214400,,{'Format:': ' Print Magazine'},
5,False,"04 14, 2016",AXH102X1MH953,B00005N7QC,Amazon Customer,love my magazine,Love it,1460592000,,{'Format:': ' Kindle Edition'},
5,True,"04 13, 2015",A1COZPXWL7Q7WJ,B00005N7QC,Christopher Snell,Fun,Five Stars,1428883200,,{'Format:': ' Print Magazine'},
5,True,"03 12, 2018",A3MQ98LDJDY2V5,B00005N7RD,JanLayMay,Great articles .. i like looking at the photos. They are inspiring. Nice variations on same old workouts,Motivational,1520812800,,{'Format:': ' Print Magazine'},
5,True,"02 22, 2018",A1CCUTTNJJRWLQ,B00005N7RD,Amazon Customer,It's a man thing,It's a man thing,1519257600,,{'Format:': ' Print Magazine'},
5,True,"02 9, 2018",A346KIAJ2MI38D,B00005N7RD,Unicorn Mom,"Husband loves the magazine! Lots of good info, can be repetitive but maybe sometimes we need those reminders",Great guy magazine,1518134400,,{'Format:': ' Print Magazine'},
5,True,"03 23, 2018",A1SYEK1CRS9FAA,B00005N7OV,Nancy Wahlen,Another great magazine. Once again I have not received my magazines since I moved. I put in a change of address.,Another great magazine. Once again I have not received my ...,1521763200,,{'Format:': ' Print Magazine'},
5,False,"01 3, 2014",AQ2S1QAI4R2V6,B00005N7QC,Mindyx,"For me, Glamour magazine is one of the best mags on the market today because it always contains up-to-date information in well-written articles accompanied by great photos.",Great Mag!,1388707200,,{'Format:': ' Kindle Edition'},
5,True,"02 28, 2013",AXV3OJG9BZ2JW,B00005N7QC,DoomsDay3,"The item came in excellent conditions, well packed, very nice NEW, no defect, as i expected. . . . .",great,1362009600,,{'Format:': ' Print Magazine'},
5,True,"01 17, 2018",ASU7EOBD3Y4BV,B00005N7OV,Miss Betty,Bought as a gift,Bought as a gift,1516147200,,{'Format:': ' Print Magazine'},
5,True,"01 16, 2018",ATHNAXRXSQJKC,B00005N7OV,somewhere in time,My sweetheart loves that magazine,Five Stars,1516060800,,{'Format:': ' Print Magazine'},
5,True,"03 1, 2018",A1H2S3M1B3F5AX,B00005N7SC,&amp;quot;Oma&amp;quot; Luben,Grandchildren read and talk about it.,Five Stars,1519862400,,{'Format:': ' Print Magazine'},
5,True,"12 30, 2016",A3JBIT148KIFBY,B00005N7Q1,ufgatormom,great deal for my office,Five Stars,1483056000,,{'Format:': ' Print Magazine'},
5,False,"02 7, 2018",A18X3E6V8DGIDZ,B00005N7SC,gatormum64,Great gift for the science lover. Good variety of articles and pictures. Awesome for new technology thats ever changin,Good read,1517961600,,{'Format:': ' Print Magazine'},
4,True,"10 28, 2017",A14TR6YD2W23A3,B00005N7OV,D Dee,"I've always enjoyed having an ""easy read"" magazine around the house. I can flip through it while watching TV, etc.
I have subscribed to several Amazon magazine deals, and have had no problem turning off the ""auto subscribe"" choice. We'll see if I have the same luck here.
The only reason this didn't get 5 stars was because this mag has a lot of info for parents & about kids. I'm retired, so it doesn't apply to me.",Great daily deal,1509148800,10.0,{'Format:': ' Print Magazine'},
5,True,"10 28, 2017",A1CKHSVHDVTKFT,B00005N7OV,duraid makhay,For any living space.,Excellent magazine,1509148800,,{'Format:': ' Print Magazine'},
3,True,"10 26, 2017",A1LUTC4A8E99WF,B00005N7OV,Amazon Customer,"Lots of ideas, decorating, recipes",Great,1508976000,,{'Format:': ' Print Magazine'},
5,True,"05 7, 2009",A215WH6RUDUCMP,B00005N7QC,JDuB,"I get a lot of magazines.  A lot.  Very few get read through completely for obvious reasons; time, many other mags to read, not interested in ALL the content.  This is one I read through each and every month, along with Parents, TV Guide and Readers Digest.  It has great articles that appeal to almost everyone, humor, great advice, etc.  I really enjoy it and usually read it as soon as it arrives!",One of my Favorite Magazines,1241654400,,{'Format:': ' Print Magazine'},
3,True,"11 26, 2015",A1APD0GQAENV32,B00005N7RD,Dave L.,I think I'm not into fitness enough to warrant having a Men's Health subscription but it's great for those who are into fitness.,Men's Health review.,1448496000,,{'Format:': ' Print Magazine'},
3,False,"08 13, 2006",A3EAMIMS5I3L22,B00005N7QC,Magazine Diva,I suggested on my site to share the subscription price with a friend. This mag has a few good ideas but no exactly on the pulse of my life.,The Magazine Diva says.......,1155427200,,{'Format:': ' Print Magazine'},
5,True,"06 20, 2017",A38YE3LNT90GVO,B00005N7OV,pat,One of my favorite magazines,Five Stars,1497916800,2.0,{'Format:': ' Kindle Edition'},
5,True,"07 12, 2015",A2JWK70SOWNANV,B00005N7RD,Chris,super cheap subscription and easy to read layout on my kindle fire hd,love it,1436659200,2.0,{'Format:': ' Kindle Edition'},
4,False,"06 15, 2015",A1JZFGZEZVWQPY,B00005N7RD,Professor H,"This is not a perfect magazine. For one, I was a charter subscriber when it first came out. I get the print and iPad edition. That has been awhile. While I have gotten older the magazine has stayed stuck at the same age. While I am now in an older demographic that its numbers are huge, it is pretty much ignored now.
Surely I am not the only fifty year old guy in good shape, or who is interested in being and staying that way. Maybe a mens health plus.
Anyway you get used to that sort of thing. One reviewer said all you need is one year of this magazine and it will cover everything. That could be true sort of, but I like it for the ideas, motivation, and it has some really cool food stuff, and recipes.
I get mens health, and I got womens health for the misses. The stories and info do not overlap. Most times I find womens health a better magazine. Womens health also suffers from the agest problem. They think their readers don't get older. If they follow their magazines fitness programs they should get older.. right?",Mens Health,1434326400,2.0,{'Format:': ' Print Magazine'},
4,False,"02 10, 2005",A1G69BQLIUMWPN,B00005N7QC,cassidrm,"I love Glamour!  This has to be my favorite magazine of all times!  Granted the ads drive me nuts but I love the Do and Don'ts and all the clothes.  I am a shopping mogul!  This magazine is great for showing new trends and I love layering and almost always they are showing new ways of layering clothes and teaching you how to wear your clothes in a different exciting way.  I also enjoy the articles and life lessons as there is always something that I am interested in.  I read Glamour almost from cover to back!  I rarely skip articles!  If you like fashion and just articles on every life issues this magazine is for you!

**I have noticed a change over the last year in the magazine, but it is not terrible.**",A great magazine!,1107993600,,{'Format:': ' Print Magazine'},
5,True,"05 10, 2015",A3B6OPMZQ9DIO4,B00005N7RD,SAS Afficionado,Excellent content and diversity in material,Five Stars,1431216000,,{'Format:': ' Print Magazine'},
5,True,"03 23, 2017",A3EY1L8WLP10YZ,B00005N7OV,Darci Whitaker,happy grandmother,Five Stars,1490227200,,{'Format:': ' Print Magazine'},
5,False,"11 12, 2001",A1T17LMQABMBN5,B00005N7QC,Caf Girl Writes,"I have subscribed to Glamour every year! I love the features about careers and relationships most -- although I also do love the beauty and fashion columns. Women in their twenties and thirties should all read Glamour. It is smart, sassy, sexy and entertaining! Subscribe today!",I suscribe to this magazine every year!,1005523200,5.0,{'Format:': ' Print Magazine'},
5,True,"09 7, 2016",A3FEYXRV33UQU3,B00005N7Q1,the mad Frenchman,FUN TO HAVE EVERY MONTH,Five Stars,1473206400,,{'Format:': ' Print Magazine'},
1,True,"01 5, 2017",A14VG00P4LF96L,B00005N7OV,Harvey Keck,Nothing but ads,Feh!,1483574400,11.0,{'Format:': ' Print Magazine'},
5,False,"12 28, 2016",A1FEDK55GMLSV,B00005N7OV,Sunberry,Had a subscription for many years. Never disappointed. Beautiful pictures.,love it,1482883200,,{'Format:': ' Kindle Edition'},
5,True,"12 10, 2016",A2KGI1OPBP7UNJ,B00005N7OV,Suzanne Smith,"I like this magazine, and it has lots of helpful articles on everything from baking to rated cosmetics.",Five Stars,1481328000,,{'Format:': ' Print Magazine'},
5,True,"10 7, 2016",A1WIVRB7HVZICJ,B00005N7OV,Rick D.,A,Five Stars,1475798400,,{'Format:': ' Print Magazine'},
4,True,"06 21, 2016",A2NSEIMPXOLKSO,B00005N7OV,RSK,Great ideas for decorating.,Four Stars,1466467200,,{'Format:': ' Print Magazine'},
5,True,"07 24, 2016",A2CUT3CM3IPFFW,B00005N7Q1,Jack Roberts,Good price. Great magazine.,GOOD DEAL,1469318400,,{'Format:': ' Print Magazine'},
5,True,"01 31, 2016",A1HV7PFWWGX2K3,B00005N7OV,Amazon Customer,Excellent!,Five Stars,1454198400,,{'Format:': ' Print Magazine'},
5,True,"09 4, 2014",A301ZGFMBFN8UX,B00005N7RD,G. Lane,Great Magazine that is full of tips and articles about guy stuff!  I learn something with every issue and it helps me keep up to date in this fast paced world we live in!,Great Magazine!,1409788800,,{'Format:': ' Print Magazine'},
4,True,"12 29, 2015",A2OTUWUSH49XIN,B00005N7OV,DaleDK,I always find something I like in this magazine,Four Stars,1451347200,,{'Format:': ' Print Magazine'},
5,True,"12 13, 2015",APWZCNE81SMPW,B00005N7OV,Donna Ani,good value for your money if you still read paper mags,great,1449964800,,{'Format:': ' Print Magazine'},
5,True,"09 12, 2015",A168R2UBJO6Q7K,B00005N7OV,wyominggal,I love the magazine and the price is right...When I am done with it; I pass it on to my mom and she passes it to her neighbors....Thank you much for having such a great magazine....We all enjoy it....,A really great magazine....,1442016000,,{'Format:': ' Print Magazine'},
5,True,"06 21, 2016",A1A81SEFIT63PB,B00005N7Q1,Joan M. Peterson,"The Handyman magazine is both my husband's and my favorite wood magazine!!  It not only contains some patterns, it has a lot of articles:  tips on how to make things work better, tips on cleaning things like brushes.  It contains a lot of information that both my husband and I use weekly in some way or another!!  My subscription is good through 2023!!  Love it!!  Thank you!",Great wood magazine!!,1466467200,,{'Format:': ' Print Magazine'},
5,True,"06 19, 2016",A3J5VEQ4VDUS2F,B00005N7Q1,MacKelly,very resourceful!,Five Stars,1466294400,,{'Format:': ' Print Magazine'},
5,True,"07 17, 2015",A37769B3IC2VWC,B00005N7OV,amymcg,"this magazine has definitely had some updates in the last few years, and the style and projects are great. Their website also features some fantastic guest writers/bloggers. I would recommend if the styles featured are your style.",updated for the times,1437091200,,{'Format:': ' Print Magazine'},
5,True,"07 4, 2015",A1G6396T44I72M,B00005N7OV,Rodney Walker,Very nice magazine with great articles!!,Five Stars,1435968000,,{'Format:': ' Print Magazine'},
5,True,"06 29, 2015",AAZV7DET3J15U,B00005N7OV,Frugal Shopper,Its a mag,Five Stars,1435536000,,{'Format:': ' Print Magazine'},
5,True,"03 15, 2013",AXV3OJG9BZ2JW,B00005N7RD,DoomsDay3,"Great Packing, Good Shipping time. All as expected.",Five Stars,1363305600,,{'Format:': ' Print Magazine'},
5,True,"05 31, 2017",A1UFMGEZGL7ASQ,B00005N7SC,Jeffrey L Brazier,Quickly shipped. Loved this item,Loved this,1496188800,,{'Format:': ' Print Magazine'},
5,True,"05 1, 2015",A2EWTO7MMG82OD,B00005N7OV,chocoholic,Nice magazine for great ideas in home and my garden!!!  A bit too much advertising...... But otherwise enjoyable,My better home,1430438400,,{'Format:': ' Print Magazine'},
5,True,"03 30, 2015",AAB2UG7X51G0D,B00005N7OV,bruce,my wife is happy,Five Stars,1427673600,,{'Format:': ' Print Magazine'},
5,True,"03 28, 2015",AU4C2605UPXLR,B00005N7OV,heidi howard,"Great magazine.  Filled with very pretty pictures and great ideas.  You might not have a home, but it offers great hints for those who would like to make their space feel more like one.  Very happy with this purchase.  You will be as well.",Excellent purchase,1427500800,2.0,{'Format:': ' Print Magazine'},
4,True,"03 11, 2015",A8N76G7E26DM4,B00005N7OV,What? Yep.,This is a throwaway five dollar subscription for me. I take it to the gym to flip through on the treadmill and leave for someone else to do the same with. The pages aren't glossy and pretty like with other home magazines and the articles/ideas are typically a few months behind the better home magazines. But the price is right so I can't complain too much.,The pages aren't glossy and pretty like with other home magazines and the articles/ideas are ...,1426032000,,{'Format:': ' Print Magazine'},
4,True,"04 11, 2016",A1EWCCX0LSRO7J,B00005N7Q1,YL,"Lots of useful tips and instructions.  Even though you may never build many of the projects, this magazine is full of ideas, knowledge, short cuts, and useful information.",Good magazine,1460332800,,{'Format:': ' Print Magazine'},
2,False,"12 13, 2010",A3QMJMTLJC34QC,B00005N7RD,Vincent E. Martin,"Bottom-Line: I have come to the conclusion the ""Men's Health"" is not written for me.

The world of men's magazines is festooned with glossy covers adorned with half dressed woman and mostly vapid content geared toward the more Neanderthal and or juvenile among us.  In a world filled with Maxim and Stuff magazines, ""Men's Health"" magazine stands out as a periodical with some substance, style and intellect, but after reading the latest issue I am certainly not sold.  And what is with all of the lists?

I had been meaning to pick up an issue of ""Men's Health Magazine"" for quite some time when I picked up a copy--the October 2007 issue--while shopping for a computer manual at Borders.  The cover--as they always tend to do--featured a rather buff Jason Statham and article titles in big bold letters designed to catch the attention of that man looking for advise on Six-Pack ABS, or how to Dress for More Sex, or how to Eat Better and Think Smarter, or (my favorite) read what 1,293 Sexy Women Confess What They Want in Bed.

""Men's Health Magazine,"" whose tag line is Tons of Useful Stuff, was founded in 1987 and is published 10 times a year by the Rodale Inc.  The magazine began publishing in the United Kingdom in 1995.  Today ""Men's Health Magazine"" is published in 36 editions worldwide, distributed to 48 countries, and enjoyed a (2005) U.S. circulation of some 1.8 million.

The problem with ""Men's Health"" is that there is very little useful information to be found with the fold of the magazine despite it daunting size.  Most of the articles are snippets of information stuck between far too many glassy advertisements featuring young male models in clothing I would never wear and probably couldn't afford.  Same for the automobiles.  To be sure there was one rather lengthy article in the issue I read, but it was about dogs of all things!  The article I wanted to have some substance--a snippet on Michelle Ryan, the new Bionic Woman--was barely a page in length; how disappointing.

And yes there was a snippet or two about healthy food, but nothing I didn't already know.  And the lists, there are endless lists of thing we can do to improve this or that, mostly dealing with self-image and sex; there are very few actually devoted to well, men's health.  Has our attention span grown so short that we must now condense or leisure reading into bullet points; endless lists that tell us how to live our lives?

I have come to the conclusion the ""Men's Health"" is not written for me, a man in the middle of his life, settled, with a family, a regular job, with far too little time work workout, and far too little money to afford the rich life-style pimped by the magazine.  There is little practical information inside the glossy innards of ""Men's Health"" at least from my perspective.  Perhaps if I were young, rich, hip, the magazine would appeal to me, but I am none of those things, so...By the way what is the deal with all the lists?  Oh I already asked that question, I am still waiting for an answer.",The Periodical of Lists and Little Else,1292198400,3.0,{'Format:': ' Print Magazine'},
4,True,"03 31, 2017",A1EWCCX0LSRO7J,B00005N7SC,YL,I think it is a good magazine.,Four Stars,1490918400,,{'Format:': ' Print Magazine'},
5,True,"01 25, 2015",A25QIPF7O9FBN1,B00005N7OV,Curious Lil Cat,Love this magazine and so do the two co-workers who got a one year subscription to it. I like the idea of getting a present with purpose that keeps giving long after the festivities have ended. Ordering and adding their individual shipping information was easy.,Awesome Gift Option,1422144000,2.0,{'Format:': ' Print Magazine'},
5,True,"12 2, 2014",A3G3ULZG2WCBAQ,B00005N7OV,C. Parkinson,Love!,Five Stars,1417478400,,{'Format:': ' Print Magazine'},
2,True,"02 19, 2017",A1WTD80C8J0QE2,B00005N7SC,Ralph,"Did not like this magazine, to much advertisements",Did not like this magazine,1487462400,9.0,{'Format:': ' Print Magazine'},
5,True,"11 17, 2014",A34900KFSU707V,B00005N7OV,Teacher,Love to read the articles and recipes!  Loved to read mom's subscription growing up and now I've given it to my daughters.  Three generations of readers....,Loyal Subscriber Recommends Better Homes and Gardens:),1416182400,,{'Format:': ' Print Magazine'},
5,False,"11 5, 2014",A3CPNN9CLKEPLB,B00005N7OV,DDC,Love this magazine.,Five Stars,1415145600,,{'Format:': ' Print Magazine'},
5,True,"11 3, 2014",A1ZKZQPKU77Y62,B00005N7OV,Cheryl L.,"Another great magazine. I get some really good ideas in this magazine from planting
and taking care of flowers to remodel a year in the house. Great Magazine.

Cheryl",Another great magazine. I get some really good ideas in ...,1414972800,,{'Format:': ' Print Magazine'},
5,True,"02 22, 2016",A1HV7PFWWGX2K3,B00005N7Q1,Amazon Customer,Just what I was looking for!,Five Stars,1456099200,,{'Format:': ' Print Magazine'},
4,False,"10 12, 2006",AEMZRE6QYVQBS,B00005N7RD,David A. Baer,"You can tell a lot about the readership a men's magazine is trying to reach by scanning the first three car ads. In the issue in front of me, they flog the Lincoln MKZ, Range Rover Sport, and Audi A6.

There you have it. We're going for the affluent but not super-rich young guy who won't even become aware that the Lincoln Town Car and Audi A8 exist until he turns 55.  Well, 52 maybe.

But you didn't need the cars to figure out MEN'S HEALTH.

It's about what all men think about and what affluent guys with six-pack abs (in reality or in their dreams) can generally snag: expensive suits, beautiful women who seem never not to pout, and beefy arms to set off those abs.

To be fair, there is actually a fair amount of *health* under discussion in these pages. But I doubt that's the main reason guys pull this magazine off the shelf instead of, say, DOG FANCIERS.

In spite of an irritating habit of treating women as trophies to be won or dupes to be lured, there is a good bit of wit in here about what one might call the manly dilemma in the modern world. And if it really is lack of *just* the right workout regimen that has kept you from getting all that's on offer in MEN'S WORLD, well, there's at least one new workout each month that will cure all that ails you.

Don't mistake this monthly for serious journalism. But you won't need a brown paper bag to carry it out of the store either.

I kind of like it.",what guys think about,1160611200,9.0,{'Format:': ' Print Magazine'},
